Inicio_CozMal,Fim_CozMal,Temp_Max_CozMal,Dur_CozMal
2023-01-24 05:23:43,2023-01-24 07:09:07,77.8274917602539,6323.09
2023-01-24 07:27:57,2023-01-24 09:07:13,77.86964416503906,5955.488
2023-01-24 09:08:35,2023-01-24 11:10:15,77.66212463378906,7300.366000000001
2023-01-24 11:10:23,2023-01-24 13:20:44,77.84370422363281,7820.745000000001
2023-01-24 13:20:52,2023-01-24 15:19:59,77.94098663330078,7147.068
2023-01-24 15:20:08,2023-01-24 17:26:41,77.8274917602539,7592.729
2023-01-24 17:26:52,2023-01-24 19:31:48,77.937744140625,7495.913
2023-01-24 19:37:35,2023-01-24 21:56:42,77.8793716430664,8347.178
2023-01-24 21:56:52,2023-01-24 23:58:15,77.937744140625,7282.628000000001
2023-01-25 00:27:24,2023-01-25 02:11:06,77.85343170166016,6222.073
2023-01-25 02:11:25,2023-01-25 04:54:28,77.78209686279297,9782.843
2023-01-25 05:18:08,2023-01-25 07:16:19,77.86964416503906,7090.993
2023-01-25 07:18:44,2023-01-25 09:25:38,77.91828155517578,7613.833
2023-01-25 09:25:53,2023-01-25 11:54:54,77.94422912597656,8941.735
2023-01-25 11:55:08,2023-01-25 14:20:26,77.96692657470703,8717.769
2023-01-25 14:20:37,2023-01-25 17:20:33,77.99935150146484,10795.936000000002
2023-01-25 17:20:53,2023-01-25 19:32:12,77.91828155517578,7878.557000000001
2023-01-25 19:32:25,2023-01-25 22:25:17,78.09986877441406,10371.952
2023-01-25 22:25:25,2023-01-26 03:01:15,77.90206909179688,16550.225000000002
2023-01-26 03:36:54,2023-01-26 05:20:54,77.84046173095703,6240.934
2023-01-28 11:02:01,2023-01-28 12:43:30,78.7029800415039,6088.58
2023-01-28 12:43:41,2023-01-28 14:30:32,78.80350494384766,6410.868
2023-01-28 14:30:42,2023-01-28 17:04:02,78.7451400756836,9199.957
2023-01-28 17:04:15,2023-01-28 19:17:02,78.01556396484375,7967.517000000001
2023-01-28 19:17:14,2023-01-28 21:09:11,78.62191772460938,6716.403
2023-01-28 21:12:47,2023-01-28 23:03:56,77.83721923828125,6668.956
2023-01-28 23:04:15,2023-01-29 01:15:24,78.12256622314453,7868.583
2023-01-29 01:15:32,2023-01-29 03:47:22,77.69779205322266,9110.715
2023-01-29 03:47:31,2023-01-29 05:45:54,77.70427703857422,7102.9130000000005
2023-01-29 05:57:00,2023-01-29 07:46:35,77.68157958984375,6575.182000000001
2023-01-29 07:46:44,2023-01-29 09:37:35,77.83721923828125,6650.8060000000005
2023-01-29 09:38:03,2023-01-29 11:33:44,77.6394271850586,6941.42
2023-01-29 11:38:42,2023-01-29 13:19:49,77.52269744873047,6066.437000000001
2023-01-29 13:23:44,2023-01-29 15:12:29,77.59078979492188,6525.062000000001
2023-01-29 15:12:43,2023-01-29 17:17:37,77.72697448730469,7494.081
2023-01-29 17:17:45,2023-01-29 19:04:59,77.57457733154297,6433.677000000001
2023-01-29 19:10:44,2023-01-29 20:46:20,77.84046173095703,5735.312000000001
2023-01-29 20:53:43,2023-01-29 22:30:52,77.5518798828125,5829.086
2023-01-29 22:36:45,2023-01-30 00:14:45,77.5356674194336,5880.839
2023-01-30 00:21:03,2023-01-30 02:00:31,77.49351501464844,5968.665
2023-01-30 02:04:18,2023-01-30 03:46:46,77.43515014648438,6148.144
2023-01-30 03:47:04,2023-01-30 05:29:04,77.52593994140625,6120.339
2023-01-30 05:31:46,2023-01-30 07:12:12,77.58106231689453,6026.4580000000005
2023-01-30 07:12:45,2023-01-30 08:59:32,77.5680923461914,6407.301
2023-01-30 08:59:45,2023-01-30 10:44:59,77.43515014648438,6314.1050000000005
2023-01-30 12:33:49,2023-01-30 14:13:23,77.35733032226562,5973.952
2023-01-30 14:15:47,2023-01-30 15:57:31,77.4837875366211,6103.442
2023-01-30 15:59:47,2023-01-30 17:53:22,77.39299774169922,6814.5160000000005
2023-01-30 17:53:34,2023-01-30 19:40:28,77.396240234375,6414.313
2023-01-30 20:30:47,2023-01-31 00:14:17,77.77236938476562,13409.401000000002
2023-01-30 20:30:47,2023-01-31 00:14:17,77.77236938476562,13409.401000000002
2023-01-31 00:14:34,2023-01-31 01:59:49,77.67833709716797,6315.041
2023-01-31 02:00:03,2023-01-31 03:50:47,77.5680923461914,6643.793000000001
2023-01-31 03:51:04,2023-01-31 06:10:07,78.03826141357422,8343.113000000001
2023-01-31 06:10:19,2023-01-31 08:10:03,77.91179656982422,7183.857000000001
2023-01-31 08:10:19,2023-01-31 11:21:58,78.02204895019531,11499.322
2023-01-31 12:16:54,2023-01-31 13:49:40,77.8631591796875,5566.231000000001
2023-01-31 14:18:19,2023-01-31 16:29:42,78.04798889160156,7882.503000000001
2023-01-31 16:30:03,2023-01-31 18:32:53,78.09662628173828,7370.113
2023-01-31 18:33:04,2023-01-31 20:20:55,77.47730255126953,6470.586
2023-01-31 20:21:26,2023-01-31 22:06:11,77.78209686279297,6285.650000000001
2023-01-31 22:06:19,2023-01-31 23:51:11,77.79830932617188,6291.691000000001
2023-01-31 23:51:20,2023-02-01 01:38:41,77.5,6440.941000000001
2023-02-01 01:38:51,2023-02-01 03:41:40,78.00259399414062,7369.409000000001
2023-02-01 03:48:04,2023-02-01 05:33:42,77.72697448730469,6338.388000000001
2023-02-01 05:33:48,2023-02-01 07:19:16,77.80803680419922,6328.035000000001
2023-02-01 07:27:39,2023-02-01 09:16:28,77.7593994140625,6528.994000000001
2023-02-01 09:16:36,2023-02-01 11:22:41,78.2133560180664,7565.168000000001
2023-02-01 11:29:37,2023-02-01 13:10:58,77.74642944335938,6080.247
2023-02-01 13:15:30,2023-02-01 15:05:52,77.77236938476562,6621.668000000001
2023-02-01 15:06:06,2023-02-01 16:58:17,77.603759765625,6731.628000000001
2023-02-01 16:58:39,2023-03-18 05:09:09,77.80803680419922,3845429.608
2023-02-01 16:58:39,2023-03-18 05:09:09,77.80803680419922,3845429.608
2023-02-01 18:47:23,2023-02-01 20:31:20,77.5162124633789,6236.477000000001
2023-02-01 20:35:22,2023-03-18 08:36:44,77.98638153076172,3844881.388
2023-02-01 20:35:22,2023-03-18 08:36:44,77.98638153076172,3844881.388
2023-02-01 22:27:23,2023-02-02 00:25:12,77.44163513183594,7069.06
2023-02-02 00:37:43,2023-02-02 02:19:51,77.91828155517578,6128.607
2023-02-02 02:20:09,2023-02-02 04:05:01,77.80803680419922,6291.597000000001
2023-02-02 04:05:07,2023-02-02 05:58:11,78.03501892089844,6784.39
2023-02-02 05:58:23,2023-02-02 07:59:53,77.32490539550781,7289.872
2023-02-02 08:00:08,2023-02-02 09:51:19,77.96044158935547,6670.834000000001
2023-02-02 09:51:39,2023-02-02 11:53:24,77.7593994140625,7304.521000000001
2023-02-02 11:53:40,2023-02-02 13:50:16,77.62969970703125,6996.459000000001
2023-02-02 14:26:12,2023-02-02 16:19:43,77.74967193603516,6811.592000000001
2023-02-02 16:23:40,2023-02-02 18:06:01,77.59727478027344,6141.244000000001
2023-02-02 18:07:07,2023-02-02 19:52:11,77.63294219970703,6304.463000000001
2023-02-02 19:52:25,2023-02-02 21:36:30,77.64591217041016,6245.077
2023-02-02 21:36:40,2023-02-02 23:21:19,77.58106231689453,6278.134
2023-02-02 23:21:25,2023-02-03 01:04:17,77.88909912109375,6172.345
2023-02-03 01:06:08,2023-02-03 02:50:13,77.62321472167969,6245.099
2023-02-03 03:48:40,2023-02-03 05:28:26,77.94098663330078,5986.0380000000005
2023-02-03 05:29:27,2023-02-03 07:16:11,77.95719909667969,6404.031
2023-02-03 07:16:25,2023-02-03 09:02:50,78.145263671875,6384.285000000001
2023-02-03 09:06:42,2023-02-03 11:00:33,77.8469467163086,6831.5740000000005
2023-02-03 11:00:41,2023-02-03 12:57:34,77.72697448730469,7012.602000000001
2023-02-03 12:57:42,2023-02-03 14:48:27,77.79182434082031,6644.793000000001
2023-02-03 14:55:11,2023-02-03 16:52:11,77.6556396484375,7019.866
2023-02-03 16:55:26,2023-02-03 20:17:03,77.80803680419922,12096.194
2023-02-03 20:21:15,2023-02-03 23:46:01,77.64915466308594,12286.388
